,enc,type,count
913,1905,Optimizer,9
914,3522,_InfoDict,9
915,1900,OneToNAddress,9
916,614,Collection[Feature],9
917,3529,_Q,9
918,1211,Int64Index,9
919,163,"""""""Realm""""""",9
920,2990,TrainEnv,9
921,582,ChainDatabaseAPI,9
922,580,ChainAPI,9
923,197,"""""""Storage""""""",9
924,3583,ast.Subscript,9
925,273,ABY3,9
926,272,ABI,9
927,270,"""""""transaction_model.TransactionModel""""""",9
928,2452,PendingMessage,9
929,2456,PermissionLookup,9
930,2058,Optional[Gender],9
931,3045,"Tuple[Optional[spark.Column], Optional[int], Optional[int]]",9
932,3349,"Union[int, List[int]]",9
933,3362,"Union[int, tf.Tensor]",9
934,2023,Optional[DiscoveryInfoType],9
935,1097,GraphQLObjectType,9
936,3588,ast.expr,9
937,1837,MultiIndex,9
938,2533,QueryFn,9
939,1838,MultitaskClassifier,9
940,568,CancelExperimentMocks,9
941,3409,UniqueId,9
942,3374,"Union[str, ChannelT]",9
943,2603,RegistryEntry,9
944,3960,"typing.Tuple[str, Highlights]",9
945,32,"""""""ClientRequest""""""",9
946,1695,List[mx.nd.NDArray],9
947,1737,MODEL,9
948,747,Dialect,9
949,3878,"tp.Callable[..., tp.Any]",9
950,625,Composition,9
951,1509,List[MediationPairState],9
952,1699,List[range],9
953,2666,RoutingMode,9
954,3767,np.random.RandomState,9
955,1502,List[List[int]],9
956,1772,Markup,9
957,3893,tp.Loss,9
958,1731,Logger,9
959,2663,RouteDef,9
960,2716,SecretRegistry,9
961,2840,SlackToZulipUserIDT,9
962,684,Creds,9
963,3977,utils.Selector,9
964,3704,inference.TranslatorOutput,9
965,2650,RestartNode,9
966,2931,TaskTags,9
967,3842,system_health.SystemHealthRegistration,9
968,2807,Set,9
969,708,DataType,9
970,1680,List[bool],9
971,3703,inference.TranslatorInput,9
972,2746,SentenceId,9
973,1310,JSHandle,9
974,3675,flask.Flask,9
975,656,ContextValue,9
976,2805,ServiceT,9
977,3995,zha_typing.ChannelPoolType,9
978,1637,"List[Tuple[str, Any]]",9
979,1216,IntermediateNode,8
980,1527,List[Optional[str]],8
981,3733,markdown.util.Registry,8
982,160,"""""""Queue[Any]""""""",8
983,2834,Signer,8
984,1032,FormData,8
985,1865,NetworkTimeout,8
986,616,Column,8
987,3005,TransitionResult[InitiatorPaymentState],8
988,2627,ReportSchedule,8
989,3006,TransitionResult[MediatorTransferState],8
990,2813,Set[Point2],8
991,692,CustomerPlan,8
992,104,"""""""MessageLog""""""",8
993,1480,List[HashTimeLockState],8
994,2937,Templates,8
995,1499,List[List[TensorDict]],8
996,694,DB,8
997,2816,Set[Task],8
998,1847,NAUTAAppNames,8
999,1364,ListPairsWithTimeframes,8
1000,3095,"Tuple[bytes, bytes]",8
1001,323,AnyFunctionDefAndLambda,8
1002,3278,"Union[GraphQLObjectType, GraphQLInterfaceType]",8
1003,996,FieldMap,8
1004,1501,List[List[float]],8
1005,838,"Dict[str, List[int]]",8
1006,2412,ParameterBounds,8
1007,1882,Nursery,8
1008,2002,Optional[Decimal],8
1009,3505,ZigpyGroupType,8
1010,2868,StateChangeID,8
1011,1327,JsonType,8
1012,1181,Image,8
1013,563,"Callable[[str], T]",8
1014,3385,"Union[str, URL]",8
1015,1322,Journal,8
1016,3389,"Union[str, float]",8
1017,3494,XYPoint,8
1018,2544,Queue,8
1019,1928,Optional['Series'],8
1020,3412,UnpatchedSourceDefinition,8
1021,198,"""""""StrBytes""""""",8
1022,1959,"Optional[Callable[..., Any]]",8
1023,195,"""""""State""""""",8
1024,3033,"Tuple[Dict[str, str], ByteStream]",8
1025,3807,requests.Session,8
1026,87,"""""""InternalFrame""""""",8
1027,1153,HostToPartitionMap,8
1028,1621,"List[Tuple[Any, ...]]",8
1029,2510,ProfileFieldData,8
1030,639,ConfigurationOptions,8
1031,2007,"Optional[Dict[Hashable, str]]",8
1032,1363,ListLogListType,8
1033,1056,GMatrixClient,8
1034,3531,_RequestContextManager,8
1035,3320,"Union[UserProfile, RemoteZulipServer]",8
1036,3016,Transport,8
1037,3957,typing.Sequence[str],8
1038,1357,LightState,8
1039,1712,List[utils.DatasourceName],8
1040,681,CreateOptions,8
1041,168,"""""""ReprArgs""""""",8
1042,1353,LearnerFnType,8
1043,2065,Optional[HashingFunction],8
1044,2043,Optional[FilePathOrBuffer[str]],8
1045,237,"""""""_RequestContextManager""""""",8
1046,1909,OptionalNarrowListT,8
1047,3354,"Union[int, _Selectable]",8
1048,228,"""""""Vocabulary""""""",8
1049,1605,List[TimeFeature],8
1050,602,ClientDescriptor,8
1051,1887,OSError,8
1052,2897,Suffixes,8
1053,2777,Sequence[SignedTransactionAPI],8
1054,1435,List[DataEntry],8
1055,1258,Iterable[Sequence[str]],8
1056,3199,Type[SignedTransactionAPI],8
1057,728,DecoratedCallable,8
1058,3132,"Tuple[str, bool]",8
1059,2642,ResolveInfo,8
1060,722,DebugWorker,8
1061,1,"""""""ABY3Tensor""""""",8
1062,3169,Type[BaseCount],8
1063,1805,MiningChainAPI,8
1064,3152,TypeModelSet,8
1065,723,Decimal,8
1066,3596,base.OptCls,8
1067,1803,MinecraftServer,8
1068,942,Estimator,8
1069,3170,Type[BaseException],8
1070,394,BaseBlock,8
1071,1825,ModelT,8
1072,471,BytesIO,8
1073,2641,Resolution,8
1074,2798,Service,8
1075,2782,Sequence[UserProfile],8
1076,1242,Iterable[EventT],8
1077,3127,"Tuple[str, Dict[str, Any]]",8
1078,483,CallableT,8
1079,3228,Union['PrivateKey'],8
1080,2288,"Optional[Union[int, str]]",8
1081,1802,Metrics,8
1082,733,DefaultStreamGroup,8
1083,3181,Type[Exception],8
1084,2051,Optional[FrameOrSeries],7
1085,2761,"Sequence[Dict[str, Any]]",7
1086,2069,Optional[HttpRequest],7
1087,3345,"Union[float, str]",7
1088,2070,Optional[HttpResponse],7
1089,3523,_LDAPUser,7
1090,3347,"Union[httputil.RequestStartLine, httputil.ResponseStartLine]",7
1091,2779,Sequence[T],7
1092,677,Counter,7
1093,1201,InitiatorAddress,7
1094,2037,Optional[Event],7
1095,2468,PodStatus,7
1096,3145,"Tuple[torch.Tensor, torch.Tensor, StateType]",7
1097,3050,"Tuple[OutputProjection, int]",7
1098,3899,tp.Optional[tp.ArrayLike],7
1099,890,DisplayRecipientT,7
1100,2801,ServiceDataType,7
1101,2457,PermissionModelView,7
1102,250,"""""""ks.Series[np.int64]""""""",7
1103,2420,ParsedExposure,7
1104,3914,"tp.Union[str, Path]",7
1105,2107,Optional[List[TimeFeature]],7
1106,2245,"Optional[Tuple[int, int]]",7
1107,3055,"Tuple[Tensor, ...]",7
1108,3736,memoryview,7
1109,141,"""""""PeriodArray""""""",7
1110,2429,ParsedSourceDefinition,7
1111,3742,models.Credentials,7
1112,1544,List[Q],7
1113,3912,"tp.Union[Path, str]",7
1114,264,"""""""prefect.executors.Executor""""""",7
1115,1262,Iterable[TP],7
1116,3139,Tuple[str],7
1117,416,BaseSite,7
1118,3014,Translation,7
1119,1551,List[ReportSchedule],7
1120,257,"""""""model.BlockModel""""""",7
1121,2254,Optional[Type[Any]],7
1122,122,"""""""Optional[BaseDBAsyncClient]""""""",7
1123,132,"""""""PacketList""""""",7
1124,1282,Iterable[bytes],7
1125,870,"Dict[str, dict]",7
1126,2914,TPorTopicSet,7
1127,224,"""""""ValidateReturn""""""",7
1128,3360,"Union[int, slice, np.ndarray]",7
1129,3848,tf.DType,7
1130,3497,XboxUpdateCoordinator,7
1131,205,"""""""TimedeltaArray""""""",7
1132,571,CandidateScorer,7
1133,3153,Type['BaseConfig'],7
1134,3788,pd.Index,7
1135,2877,StoreT,7
1136,574,CapabilitiesConfig,7
1137,3396,Union[str],7
1138,1128,Handler,7
1139,76,"""""""Group""""""",7
1140,1688,List[list],7
1141,578,CertTypes,7
1142,459,Blueprint,7
1143,3476,WindowRange,7
1144,3419,UserContext,7
1145,183,"""""""SettingType""""""",7
1146,2687,SampleForecast,7
1147,3429,UserPresence,7
1148,2683,SAConnection,7
1149,2556,RTCPartner,7
1150,648,ConsumerCallback,7
1151,3449,VerifyTypes,7
1152,3456,ViewHandlerFun,7
1153,2583,ReceiveLockExpired,7
1154,3027,"Tuple[BlockHeaderAPI, ...]",7
1155,554,"Callable[[datetime], bool]",7
1156,3620,config_entry_oauth2_flow.AbstractOAuth2Implementation,7
1157,233,"""""""X448PrivateKey""""""",7
1158,3770,numpy.ndarray,7
1159,2776,Sequence[Sequence[float]],7
1160,2015,"Optional[Dict[str, List[str]]]",7
1161,2417,ParseResults,7
1162,2006,"Optional[Dict[Any, Any]]",7
1163,1340,Keypath,7
1164,1790,MessageCallbackType,7
1165,3779,os.PathLike,7
1166,3,"""""""Addressee""""""",7
1167,3641,data_io.BaseParallelSampleIter,7
1168,1919,Optional['Frame'],7
1169,3375,"Union[str, Dict[str, Any]]",7
1170,1987,Optional[ContextValue],7
1171,2964,Timeout,7
1172,3857,time,7
1173,94,"""""""Lattice""""""",7
1174,1424,List[Color],7
1175,810,"Dict[str, DataFrame]",7
1176,207,"""""""TransactionContext""""""",7
1177,1112,HTMLResponse,7
1178,1923,Optional['Node'],7
1179,2535,QueryObject,7
1180,3726,logbook.LogRecord,7
1181,717,DateTime,7
1182,1419,List[Callable],7
1183,3106,"Tuple[float, float, float]",7
1184,2938,TemporalStateful,7
1185,2228,Optional[TextIO],7
1186,1459,List[DtypeObj],7
1187,2139,Optional[ModelArg],7
1188,284,AbstractResource,7
1189,2198,Optional[Set[TP]],7
1190,1842,"MutableMapping[str, CopartitionedAssignment]",7
1191,16,"""""""BaseRequest""""""",7
1192,2998,TransferDescriptionWithSecretState,7
1193,359,AsyncResult,7
1194,634,ConfigLoader,7
1195,1862,NettingChannelStateProperties,7
1196,34,"""""""ClientTimeout""""""",7
1197,318,AnyAssign,7
1198,3555,ap.Create,7
1199,3296,"Union[None, str, List[str], Dict[str, str]]",7
1200,1856,Namespace,7
1201,3577,ast.Lambda,7
1202,695,DBDiff,7
1203,3931,"typing.Dict[str, str]",7
1204,2149,Optional[OutputTransform],7
1205,1496,List[List[List[str]]],7
1206,2393,Ordered,7
1207,3582,ast.Return,7
1208,298,Activation,7
1209,3685,ha.ServiceCall,7
1210,299,ActorRefT,7
1211,3551,aioshelly.Device,7
1212,1387,List['Trace'],7
1213,3293,"Union[Misclassification, TargetedMisclassification, T]",7
1214,1840,"MutableMapping[TP, int]",7
1215,1382,List['PydanticModelField'],7
1216,154,"""""""Q""""""",7
1217,1853,NPArrayLike,7
1218,846,"Dict[str, Pipeline]",7
1219,1844,MutableSequence[str],7
1220,2122,Optional[List],7
1221,1031,Form,7
1222,2406,Page,7
1223,1035,Frame,7
1224,3220,"Union['AbstractSetIntStr', 'MappingIntStrAny']",7
1225,3568,ast.BinOp,7
1226,1481,List[Hashable],7
1227,715,DatasetReader,7
1228,3279,"Union[Group, Node]",7
1229,321,AnyFor,7
1230,2648,ResponseHandler,7
1231,2804,ServiceResource,7
1232,42,"""""""ConfigType""""""",7
1233,2416,ParseResult,7
1234,2127,"Optional[Mapping[str, Any]]",7
1235,1002,FilePath,6
1236,1118,HTTPException,6
1237,1996,Optional[DataFrame],6
1238,991,FeeScheduleState,6
1239,2793,Server,6
1240,3946,"typing.List[typing.Tuple[bytes, bytes]]",6
1241,3217,UUID,6
1242,2862,StarlineAccount,6
1243,700,DataBatch,6
1244,1633,"List[Tuple[int, int, str]]",6
1245,13,"""""""BaseConfig""""""",6
1246,1116,HTTPConnection,6
1247,877,"Dict[str, numpy.ndarray]",6
1248,561,"Callable[[str, str], bool]",6
1249,31,"""""""CategoricalDtype""""""",6
1250,3270,"Union[Dict, None]",6
1251,3944,"typing.List[typing.Dict[str, typing.Any]]",6
1252,386,BackgroundTask,6
1253,3938,typing.List[BaseRoute],6
1254,496,"Callable[..., T]",6
1255,2534,QueryModifier,6
1256,3939,typing.List[Candidate],6
1257,30,"""""""Categorical""""""",6
1258,564,"Callable[[str], bool]",6
1259,876,"Dict[str, np.ndarray]",6
1260,3945,typing.List[typing.Mapping],6
1261,2882,StreamPredictMocks,6
1262,3393,"Union[str, list]",6
1263,463,BoundValue,6
1264,3426,UserIn,6
1265,3954,typing.Optional[typing.Mapping],6
1266,462,BoundType,6
1267,1954,Optional[BaseRelation],6
1268,3433,VMConfiguration,6
1269,1661,List[ValidationError],6
1270,2889,StringPathLike,6
1271,2891,SubCategoryDict,6
1272,190,"""""""SmartContractModel""""""",6
1273,19,"""""""Blackout""""""",6
1274,2560,RaidenConfig,6
1275,2290,"Optional[Union[np.ndarray, FrameOrSeries]]",6
1276,497,"Callable[..., _T]",6
1277,2895,Subscription,6
1278,3447,VectorNode,6
1279,464,Bounds,6
1280,2749,Seq2SeqEncoder,6
1281,588,ChannelSet,6
1282,3031,"Tuple[Dict[str, Any], Dict[str, Any]]",6
1283,3030,"Tuple[Dict[str, Any], Dict[str, Any], Set[str]]",6
1284,467,BrowseMediaSource,6
1285,468,Browser,6
1286,581,ChainContextAPI,6
1287,3821,spark.DataFrame,6
1288,2332,Optional[can.typechecking.CanFilters],6
1289,2201,Optional[Set[str]],6
1290,3264,"Union[Criterion, Any]",6
1291,3395,"Union[str, pathlib.Path]",6
1292,1421,List[ChannelType],6
1293,514,"Callable[[CALLABLE_T], CALLABLE_T]",6
1294,2192,Optional[Sequence[int]],6
1295,1640,"List[Tuple[str, int]]",6
1296,2518,ProportionalFeeAmount,6
1297,1135,HashTimeLockState,6
1298,3261,"Union[Component, Sequence[Component]]",6
1299,704,DataFrameFormatter,6
1300,354,AsyncIterator,6
1301,1646,List[TypedStringSpan],6
1302,3411,UnitTypeId,6
1303,2885,StreamServer,6
1304,1307,Iterator[int],6
1305,861,"Dict[str, Union[str, int]]",6
1306,460,BondDevice,6
1307,461,BondHub,6
1308,1651,"List[Union[None, Tensor]]",6
1309,3416,UploadFile,6
1310,3116,"Tuple[int, float]",6
1311,665,ContractReceiveSecretReveal,6
1312,44,"""""""ConnectionKey""""""",6
1313,1999,Optional[Database],6
1314,399,BaseDatasource,6
1315,2443,Payload,6
1316,2084,Optional[KombuSerializer],6
1317,259,"""""""models.SqlMetric""""""",6
1318,2131,Optional[MentionData],6
1319,1358,Limits,6
1320,254,"""""""l3_block_model.L3BlockModel""""""",6
1321,3303,"Union[Path, str, None]",6
1322,687,Currency,6
1323,3923,types.AnyFunctionDef,6
1324,3908,"tp.Tuple[int, ...]",6
1325,253,"""""""l2_block_model.L2BlockModel""""""",6
1326,3924,types.AnyFunctionDefAndLambda,6
1327,3907,tp.Sequence[np.ndarray],6
1328,3326,"Union[bool, TextIO]",6
1329,3971,tzinfo,6
1330,1559,List[RunningNode],6
1331,719,DatetimeIndex,6
1332,7,"""""""ApiKey""""""",6
1333,680,CreateOpcodeStackData,6
1334,3335,"Union[bytes, bytearray, str]",6
1335,1409,List[BaseRelation],6
1336,2089,Optional[Level],6
1337,49,"""""""Customer""""""",6
1338,3992,xlclass.XLportHandle,6
1339,2781,"Sequence[Union[str, Element, Species, DummySpecies, Composition]]",6
1340,2830,SignalEvent,6
1341,2828,ShellyDeviceWrapper,6
1342,2831,Signals,6
1343,646,Consonant,6
1344,3066,"Tuple[Tuple[BlockHeaderAPI, ...], Tuple[BlockHeaderAPI, ...]]",6
1345,885,"Dict[str, type]",6
1346,410,BaseProtocol,6
1347,2411,Parameter,6
1348,2427,ParsedSchemaTestNode,6
1349,1446,"List[Dict[Any, Any]]",6
1350,2124,Optional[LooseHeaders],6
1351,2250,"Optional[Tuple[torch.Tensor, torch.Tensor]]",6
1352,840,"Dict[str, List]",6
1353,2405,PackedSequence,6
1354,1545,List[QuerySet],6
1355,2835,SimpleNamespace,6
1356,280,AbstractDataSet,6
1357,2093,Optional[List[BasePreprocessor]],6
1358,2252,Optional[Tuple],6
1359,716,Datastore,6
1360,262,"""""""prefect.engine.state.Cached""""""",6
1361,2141,Optional[Model],6
1362,1564,List[Scope],6
1363,2067,Optional[HealthcheckCallback],6
1364,1069,"Generator[None, Any, None]",6
1365,1086,Gradients,6
1366,1087,Grammar,6
1367,2021,"Optional[Dict[str, torch.Tensor]]",6
1368,3364,"Union[list, str]",6
1369,3215,URLPath,6
1370,555,"Callable[[ep.Tensor], ep.Tensor]",6
1371,2496,PreparedRequest,6
1372,1536,List[PeriodicSite],6
1373,480,CallTrace,6
1374,2014,"Optional[Dict[str, Dict[str, Any]]]",6
1375,925,EncryptionKey,6
1376,325,AnyImport,6
1377,2858,SplitterFnType,6
1378,58,"""""""FeeScheduleState""""""",6
1379,437,BinaryIO,6
1380,3175,Type[Configurable],6
1381,326,AnyLoop,6
1382,1616,List[Translation],6
1383,1415,List[BucketBatchSize],6
1384,2511,ProfileRenderer,6
1385,327,AnyStr,6
1386,2024,Optional[DistributionOutput],6
1387,3089,"Tuple[bool, float]",6
1388,2849,Sonarr,6
1389,310,AddressReachability,6
1390,2390,Optional[web.Response],6
1391,2061,Optional[HTTPAuthorizationCredentials],6
1392,2057,Optional[GamutType],6
1393,2146,Optional[NettingChannelState],6
1394,678,Counter[TP],6
1395,1572,List[Series],6
1396,2784,Sequence[ast.stmt],6
1397,3895,tp.Optional[float],6
1398,2711,SearchStrategy[str],6
1399,2239,Optional[Translator],6
1400,1588,List[Stateful],6
1401,3894,tp.Optional[RandomState],6
1402,935,Enum,6
1403,2041,Optional[FieldMap],6
1404,525,"Callable[[Event], Any]",6
1405,495,"Callable[..., Optional[Awaitable[None]]]",6
1406,2372,Optional[tf.Tensor],6
1407,1346,Language,6
1408,3358,"Union[int, list]",6
1409,392,BarrierState,6
1410,957,Ex,6
1411,1779,Mean,6
1412,1593,List[T],6
1413,1753,MappingProxyType,6
1414,3730,make_subplots,6
1415,3595,asyncio.Transport,6
1416,3744,models.RefreshToken,6
1417,2979,ToonDataUpdateCoordinator,6
1418,3678,flow.SamplingState,6
1419,3009,TransitionResult[Optional[InitiatorTransferState]],6
1420,3534,_SchemaT,6
1421,1294,Iterator[Any],6
1422,3025,"Tuple[Any, OpenHeadersArg]",6
1423,3015,TranslatorInput,6
1424,2946,TestCase,6
1425,2949,TestRunner,6
1426,143,"""""""PinholeCamera""""""",6
1427,185,"""""""Shortcut""""""",6
1428,116,"""""""Note""""""",6
1429,142,"""""""Permission""""""",6
1430,1264,Iterable[Task],6
1431,3750,mx.gluon.Block,6
1432,1817,ModelArg,6
1433,1263,Iterable[T],6
1434,1889,OVOEnergy,6
1435,3658,dt_util.dt.datetime,6
1436,2607,RelativeArg,6
1437,2606,RelationshipProperty,6
1438,1246,Iterable[Hash32],6
1439,1218,InternalFrame,6
1440,2588,ReceiveUnlock,6
1441,2639,RequestsCookieJar,6
1442,1184,ImmutableMultiDict,6
1443,2585,ReceiveSecretReveal,6
1444,1922,Optional['ModelOrDc'],6
1445,1175,ISortPrettyPrinter,6
1446,2925,TargetTransferState,6
1447,3550,aioshelly.Block,6
1448,2670,RowsProxy,6
1449,150,"""""""Profile""""""",6
1450,3499,YamlBlock,6
1451,3713,iostream.IOStream,6
1452,1855,NameType,6
1453,3560,api_key_model.APIKeyModel,6
1454,3710,intent.IntentResponse,6
1455,780,"Dict[XYZ, IDM]",6
1456,2994,TransactionDict,6
1457,102,"""""""Message""""""",6
1458,2996,TransactionMined,6
1459,3693,httputil.HTTPConnection,6
1460,3575,ast.Import,6
1461,1235,Iterable[CallTrace],6
1462,2934,TemplateCopyMocks,6
1463,1272,"Iterable[Tuple[str, Validator[ResultT]]]",6
1464,1868,NextExecute,6
1465,1219,Interpolate,6
1466,3483,Worker,6
1467,3682,go.Figure,6
1468,1247,Iterable[Instance],6
1469,3598,base.Response,6
1470,175,"""""""RuntimeConfig""""""",6
1471,1284,Iterable[gen_typing.TestCase],6
1472,2604,RelationProxy,6
1473,1801,Metric,6
1474,1261,Iterable[Stream],6
1475,604,ClientResponse,6
1476,1784,MelCloudDevice,6
1477,3472,WebDriver,6
1478,3513,_Consumer,6
1479,1708,List[tokenize.TokenInfo],6
1480,1679,List[bigquery.SchemaField],6
1481,784,"Dict[bytes, bytes]",6
1482,3639,data.Dataset,6
1483,2667,Row,6
1484,1768,"Mapping[str, int]",6
1485,2567,RandomizationMode,6
1486,138,"""""""ParsedExposure""""""",6
1487,96,"""""""LocStr""""""",6
1488,2954,TextFieldTensors,6
1489,776,"Dict[Task, State]",6
1490,1248,"Iterable[Mapping[str, Any]]",6
1491,2148,Optional[OneToNAddress],5
1492,532,"Callable[[List[Dict[str, Any]]], None]",5
1493,1348,LaunchPredictMocks,5
1494,693,D,5
1495,3300,"Union[None, str]",5
1496,3301,"Union[None, torch.Tensor]",5
1497,1575,List[Set[UniqueId]],5
1498,3898,tp.Optional[str],5
1499,688,CursorObj,5
1500,2824,Settings,5
1501,2402,PFSConfig,5
1502,53,"""""""DictStrAny""""""",5
1503,3297,"Union[None, str, State]",5
1504,3305,"Union[Point2, Point3, Unit]",5
1505,2128,"Optional[Mapping[str, str]]",5
1506,1347,Lattice,5
1507,1851,NGramDicts,5
1508,236,"""""""_FileDescriptorLike""""""",5
1509,2404,POINT_AT_TARGET,5
1510,156,"""""""QueryModifier""""""",5
1511,751,DictLike,5
1512,3723,l5_block_model.L5BlockModel,5
1513,2381,Optional[tuple],5
1514,2652,ResultT,5
1515,3291,"Union[Literal[False], None, str]",5
1516,690,CustomProfileField,5
1517,526,"Callable[[F], F]",5
1518,3350,"Union[int, None]",5
1519,2488,PositiveInt,5
1520,3351,"Union[int, Sequence[int]]",5
1521,749,DictDataLoader,5
1522,33,"""""""ClientResponse""""""",5
1523,303,AddedChannelsT,5
1524,3716,keys.DCKeys,5
1525,2384,Optional[types.TracebackType],5
1526,527,"Callable[[FuncT], FuncT]",5
1527,3517,_FT,5
1528,3344,"Union[float, np.ndarray]",5
1529,2044,Optional[FilePathOrBuffer],5
1530,1227,Iterable['Entity'],5
1531,3917,transform.Transformation,5
1532,1022,Flow,5
1533,3046,"Tuple[Optional[str], 'QuerySet']",5
1534,2910,TMatchResult,5
1535,3549,aiokafka.AIOKafkaConsumer,5
1536,2048,Optional[FloatFormatType],5
1537,292,AccountManager,5
1538,1526,List[Optional[int]],5
1539,852,"Dict[str, TokenIndexer]",5
1540,3905,tp.PathLike,5
1541,41,"""""""Config""""""",5
1542,608,ClusterMetadata,5
1543,2377,Optional[torch.LongTensor],5
1544,1549,List[Record],5
1545,2088,Optional[LearningRateScheduler],5
1546,2086,Optional[LN],5
1547,547,"Callable[[], Contract]",5
1548,469,BusABC,5
1549,258,"""""""model.InterchainModel""""""",5
1550,1707,List[tf.Variable],5
1551,3903,"tp.Optional[tp.Tuple[int, ...]]",5
1552,1060,GapInfo,5
1553,3752,mx.gluon.ParameterDict,5
1554,256,"""""""l5_block_model.L5BlockModel""""""",5
1555,255,"""""""l4_block_model.L4BlockModel""""""",5
1556,2463,PinholeCamera,5
1557,99,"""""""LossMetric""""""",5
1558,2451,PendingLocksStateOrError,5
1559,2073,Optional[IO[str]],5
1560,1355,Level,5
1561,1283,Iterable[float],5
1562,2454,PeriodIndex,5
1563,1555,List[RowProxy],5
1564,1711,List[tuple],5
1565,167,"""""""Report""""""",5
1566,3331,"Union[bool, str, int]",5
1567,545,"Callable[[ViewFuncT], ViewFuncT]",5
1568,1058,GPSType,5
1569,164,"""""""Record""""""",5
1570,48,"""""""Currency""""""",5
1571,3312,"Union[Tuple, torch.Size]",5
1572,43,"""""""Connection""""""",5
1573,1871,NodeIterator[Post],5
1574,790,"Dict[int, List[str]]",5
1575,2829,Signal,5
1576,2913,TPOffsetMapping,5
1577,2418,ParsedCommandLine,5
1578,1368,List['Contact'],5
1579,2109,Optional[List[Tokens]],5
1580,830,"Dict[str, Iterable[Dict[str, Any]]]",5
1581,1543,List[PrivateKey],5
1582,2424,ParsedNode,5
1583,3900,"tp.Optional[tp.Dict[tp.Any, tp.Any]]",5
1584,1884,OAuth2PasswordRequestForm,5
1585,2920,TableDataT,5
1586,46,"""""""Cost""""""",5
1587,2471,Policy,5
1588,2097,"Optional[List[Dict[str, str]]]",5
1589,831,"Dict[str, JSONLike]",5
1590,2059,Optional[GraphQLNamedType],5
1591,1053,GCResult,5
1592,837,"Dict[str, List[bytes]]",5
1593,239,"""""""asyncio.Task[None]""""""",5
1594,1204,Injector,5
1595,3759,ndarray,5
1596,2380,Optional[torch.dtype],5
1597,324,AnyIf,5
1598,1011,FirmataBoard,5
1599,3195,Type[RequestHandler],5
1600,3975,utils.Descriptors,5
1601,3609,click.core.Context,5
1602,946,EvalType,5
1603,3979,utils.SendSecretRequestInNode,5
1604,3981,utils.SendUnlockInNode,5
1605,1440,List[DefaultDict],5
1606,1771,Markdown,5
1607,1413,List[Bijection],5
1608,139,"""""""ParsedSourceDefinition""""""",5
1609,941,ErrorStore,5
1610,422,BaseTransaction,5
1611,424,BaseViz,5
1612,2260,"Optional[Union['AbstractSetIntStr', 'MappingIntStrAny']]",5
1613,3649,dd.DataFrame,5
1614,2640,ResType,5
1615,489,"Callable[..., Awaitable[R]]",5
1616,406,BaseOffset,5
1617,2973,TokenNetwork,5
1618,492,"Callable[..., FlaskResponse]",5
1619,1813,ModbusHub,5
1620,3204,Type[VirtualMachineAPI],5
1621,2783,Sequence[ast.AST],5
1622,3972,ufloat,5
1623,3606,can.Message,5
1624,2789,SerializedBatch,5
1625,114,"""""""NFAState""""""",5
1626,387,BackgroundTasks,5
1627,1465,List[EthNodeDescription],5
1628,3222,"Union['Dashboard', 'FavStar', 'Slice']",5
1629,3130,"Tuple[str, Optional[int]]",5
1630,14,"""""""BaseDBAsyncClient""""""",5
1631,2262,"Optional[Union[Any, List[Any], Tuple, List[Tuple]]]",5
1632,2264,"Optional[Union[Dict[str, Any], ssl.SSLContext]]",5
1633,3933,"typing.Dict[typing.Any, typing.Any]",5
1634,3637,ctypes.c_uint,5
1635,3622,configparser.RawConfigParser,5
1636,3623,confluent_kafka.Consumer,5
1637,3996,zha_typing.ChannelType,5
1638,1785,MemberAssignmentMapping,5
1639,3997,zha_typing.ZhaDeviceType,5
1640,473,C,5
1641,2281,"Optional[Union[float, str]]",5
1642,932,EntityRegistry,5
1643,2282,"Optional[Union[int, Dict[str, int]]]",5
1644,472,BytesOrView,5
1645,783,"Dict[bytes, Union[bytes, DeletedEntry]]",5
1646,3999,zha_typing.ZigpyDeviceType,5
1647,0,"""""""ABY3PrivateTensor""""""",5
1648,3632,ctypes.POINTER(ctypes.c_uint),5
1649,451,BlockManager,5
1650,2274,"Optional[Union[bool, int]]",5
1651,918,ElementHandle,5
1652,446,BlockHeader,5
1653,3640,data_entry_flow.FlowHandler,5
1654,478,CacheBackendT,5
1655,919,EmailDeliveryType,5
1656,441,BlockAndMetaWitness,5
1657,3642,data_io.Batch,5
1658,922,EmbeddedSequence,5
1659,479,CallParams,5
1660,1430,List[ConfigType],5
1661,131,"""""""Packet""""""",5
1662,721,DbtProjectYamlRenderer,5
1663,3988,web.WebSocketResponse,5
1664,2265,"Optional[Union[Hashable, Sequence[Hashable]]]",5
1665,930,EntityComponent,5
1666,2795,ServerNetworkLocation,5
1667,2796,ServerScanResult,5
1668,3597,base.Optimizer,5
1669,3940,typing.List[ClauseElement],5
1670,2169,Optional[QueryObjectDict],5
1671,328,AnyText,5
1672,3712,io.BytesIO,5
1673,2621,RenderInfo,5
1674,3565,ast.Assign,5
1675,3566,ast.Attribute,5
1676,3573,ast.ExceptHandler,5
1677,381,Awaitable[bytes],5
1678,2359,Optional[mx.Context],5
1679,2812,Set[Path],5
1680,2357,Optional[models.RefreshToken],5
1681,781,"Dict[bytes, 'Queue[Any]']",5
1682,2737,SendMessageRequest,5
1683,341,ArgProj,5
1684,2847,SnapshotSource,5
1685,3281,"Union[IPv4Address, IPv6Address]",5
